,Рентабельность продаж,Рентабельность активов (ROA),Рентабельность капитала (ROE)
1778,,,
1779,,,
1780,,,
1781,,,
1782,,,
1783,,,
1784,0.1535,0.4839,0.5039
1785,-2.7111,-2.3985,2.0524
1786,-0.2001,-0.3213,-2.3584
1787,,,
1788,,,
1789,,,
1790,,,
1791,,,
1792,,,
1793,,,
1794,,,
1795,,,
1796,,,
1797,,,
1798,,,
1799,,,
1800,,,
1801,,,
1802,,,
1803,,,
1804,,,
1805,,,
1806,,,
1807,,,
1808,,,
1809,,,
1810,,,
1811,,,
1812,,,
1813,,,
1814,,,
1815,,,
1816,,,
1817,,,
1818,,,
1819,,,
1820,,,
1821,,,
1822,,,
1823,0.0329,0.0178,0.5809
1824,0.541,1.6717,1.9783
1825,,,
1826,,,
1827,,,
1828,,,
1829,0.0051,-0.0639,-0.0854
1830,,,
1831,,-1.6,0.032
1832,,,
1833,0.0551,0.219,2.5259
1834,0.1315,0.2605,0.2783
1835,,-0.7777,-1.5907
1836,,,
1837,,,
1838,1.0,0.0274,-0.2308
1839,,,
1840,0.0132,0.0864,0.4577
1841,,,
1842,,,
1843,,,
1844,0.0189,0.0126,0.1001
1845,,,
1846,,-1.1744,0.5688
1847,,,
1848,,,
1849,,,
1850,,,
1851,,,
1852,,,
1853,,,
1854,,,
1855,,,
1856,,,
1857,,,
1858,,,
1859,,,
1860,0.0056,0.006,0.3807
1861,,,
1862,,,
1863,,,
1864,,,
1865,,,
1866,,,
1867,,,
1868,,,
1869,,,
1870,,,
1871,1.0,0.5974,1.3939
1872,,,
1873,0.048,0.0223,1.1322
1874,,,
1875,,,
1876,,,
1877,,,
1878,,,
1879,,,
1880,,,
1881,,,
1882,,-0.0001,-0.0001
1883,,,
1884,,,
1885,,,
1886,,,
1887,,,
1888,,,
1889,,,
1890,,,
1891,,,
1892,,-0.1605,0.3783
1893,0.0298,-0.0041,3.4828
1894,,,
1895,-0.0031,-0.0202,-0.0951
1896,,,
1897,,,
1898,,,
1899,,,
1900,,,
1901,,,
1902,,,
1903,,,
1904,,,
1905,-6.9474,-0.2311,-0.6026
1906,,,
1907,,,
1908,,,
1909,,,
1910,,,
1911,,,
1912,,,
1913,-0.0489,0.0217,-0.031
1914,,,
1915,,,
1916,0.0154,0.0077,0.2633
1917,0.0128,0.4606,0.5302
1918,,,
1919,,,
1920,,,
1921,,,
1922,,,
1923,,,
1924,,,
1925,0.0532,0.0209,0.0239
1926,,,
1927,,,
1928,0.0646,0.0408,0.0722
1929,,,
1930,,,
1931,,,
1932,,,
1933,,,
1934,-0.5375,-0.3871,3.2863
1935,,,
1936,,,
1937,,,
1938,0.1079,0.9708,1.9384
1939,,,
1940,,,
1941,,,
1942,0.0081,0.005,2.0
1943,,,
1944,,-0.0169,-0.022
1945,-0.5905,0.0087,0.2325
1946,,,
1947,,,
1948,,,
1949,,,
1950,,-0.254,2.002
1951,,,
1952,0.0473,0.0047,-0.0579
1953,,,
1954,,,
1955,,,
1956,,,
1957,,,
1958,,,
1959,,,
1960,,,
1961,,,
1962,,,
1963,,,
1964,,,
1965,,,
1966,0.2632,0.8298,-0.0298
1967,,,
1968,,,
1969,,,
1970,,,
1971,,,
1972,0.1073,0.1783,0.2651
1973,,,
1974,,,
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,,-87.28,0.131
1981,,,
1982,0.7356,1.8832,1.9683
1983,,,
1984,,,
1985,,,
1986,,,
1987,0.0202,0.0393,1.6851
1988,,-0.0854,0.0759
1989,,,
1990,,,
1991,-0.0721,-3.7066,2.0295
1992,,,
1993,,,
1994,,,
1995,,,
1996,,,
1997,,,
1998,,,
1999,,,
2000,,,
2001,,,
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,0.0711,0.0949,-0.1285
2008,,,
2009,,,
2010,,,
2011,,,
2012,,,
2013,,,
2014,,,
2015,,,
2016,,,
2017,,,
2018,,,
2019,,,
2020,0.027,0.0127,0.061
2021,,,
2022,,,
2023,,,
2024,,,
2025,,,
2026,,,
2027,0.0264,0.1711,27.2727
2028,,,
2029,0.1514,0.1013,0.1531
2030,,,
2031,,,
2032,0.0872,0.0225,0.0889
2033,,,
2034,0.0024,0.0175,1.5301
2035,,,
2036,,,
2037,,,
2038,,,
2039,,,
2040,,,
2041,0.2135,0.0017,0.0088
2042,,,
2043,,,
2044,,,
2045,,,
2046,,,
2047,,,
2048,,,
2049,,,
2050,,,
2051,0.0438,0.0759,0.0806
2052,,,
2053,,,
2054,0.2125,0.5795,1.732
2055,,,
2056,,,
2057,,,
2058,,,
2059,,,
2060,,,
2061,,,
2062,,,
2063,0.007,0.0333,2.029
2064,,,
2065,,,
2066,0.0749,0.1485,1.9921
2067,,,
2068,,,
2069,,,
2070,,,
2071,,,
2072,,,
2073,-0.103,-0.0094,-0.2095
2074,,,
2075,,,
2076,,,
2077,,,
2078,-0.9882,0.0071,0.1118
2079,,,
2080,,,
2081,0.8508,0.1633,0.1684
2082,,,
2083,,,
2084,,,
2085,,,
2086,0.0275,0.0131,0.215
2087,0.0212,0.2772,0.6462
2088,,0.4878,
2089,,,
2090,,,
2091,,,
2092,,,
2093,,,
2094,,,
2095,,,
2096,,,
2097,,,
2098,,,
2099,,,
2100,,,
2101,,,
2102,,,
2103,,,
2104,,,
2105,-0.0181,0.0358,0.9099
2106,,,
2107,-0.3326,0.0013,0.0256
2108,,,
2109,,,
2110,0.0046,0.0183,0.535
2111,0.0303,0.2307,0.5531
2112,,,
2113,,,
2114,,,
2115,,,
2116,,,
2117,,,
2118,,,
2119,,,
2120,,,
2121,,,
2122,,,
2123,0.0064,0.0067,0.045
2124,,,
2125,,,
2126,,,
2127,,,
2128,,,
2129,,,
2130,,,
2131,0.013,-0.01,-0.0179
2132,,,
2133,-0.0504,0.0069,3.5072
2134,,,
2135,,,
2136,,,
2137,,,
2138,,,
2139,,,
2140,,,
2141,0.0432,0.089,0.3197
2142,,,
2143,,,
2144,0.0054,0.0013,0.0285
2145,-2.6657,0.2703,-6.3917
2146,0.0312,-0.0126,-0.0219
2147,,,
2148,,,
2149,,,
2150,,,
2151,,,
2152,,,
2153,,,
2154,,,
2155,,,
2156,-0.0035,0.0341,0.2658
2157,0.0265,0.0803,0.2952
2158,,,
2159,,,
2160,0.0525,0.0991,1.4386
2161,,,
2162,,,
2163,0.5626,1.0893,1.9953
2164,,,
2165,,,
2166,,,
2167,,,
2168,,,
2169,0.1063,1.8647,1.93
2170,,,
2171,,,
2172,,,
2173,,,
2174,,,
2175,,,
2176,,,
2177,0.0444,0.0025,0.012
2178,-0.0549,-0.0204,0.0916
2179,0.0629,0.0991,0.1435
2180,0.0441,0.0746,0.2293
2181,,,
2182,,,
2183,,,
2184,,,
2185,,,
2186,,,
2187,,,
2188,-0.256,-0.4683,-1.2567
2189,,,
2190,,,
2191,,,
2192,,,
2193,,,
2194,,,
2195,,,
2196,,,
2197,,,
2198,,,
2199,0.0364,1.5871,1.8734
2200,0.0218,0.1256,1.3854
2201,,,
2202,,,
2203,,,
2204,,,
2205,,,
2206,0.0143,0.0133,1.2281
2207,,,
2208,-0.2512,0.0001,0.0009
2209,,,
2210,,,
2211,,,
2212,,,
2213,,,
2214,,,
2215,,,
2216,0.1305,0.1939,0.2197
2217,0.1845,0.0001,0.0158
2218,,,
2219,,,
2220,,,
2221,,,
2222,,,
2223,,,
2224,,,
2225,,,
2226,,-9.0,3.8692
2227,,-76.0,2.6207
2228,,,
2229,,,
2230,,,
2231,,,
2232,,,
2233,,,
2234,,,
2235,0.0386,0.0142,0.2013
2236,,,
2237,,,
2238,,,
2239,,,
2240,,,
2241,,,
2242,,,
2243,,,
2244,,,
2245,,,
2246,-0.9293,0.0115,0.0438
2247,,,
2248,,,
2249,0.0771,0.0079,0.0367
2250,,,
2251,,,
2252,0.0016,0.0092,0.0678
2253,,,
2254,,-0.0005,0.3733
2255,,,
2256,,,
2257,0.5596,3.9662,6.5483
2258,,,
2259,0.0642,0.0152,0.3486
2260,,,
2261,,,
2262,,,
2263,,,
2264,,,
2265,,,
2266,0.0407,-0.0009,-0.001
2267,0.2853,0.4154,1.5133
2268,,,
2269,,,
2270,,,
2271,0.4392,1.3755,-3.6632
2272,,,
2273,,,
2274,,,
2275,,,
2276,,,
2277,,,
2278,,,
2279,,,
2280,,,
2281,,,
2282,,,
2283,,,
2284,,,
2285,0.0772,1.4521,1.4521
2286,,,
2287,,,
2288,,,
2289,0.0356,0.0767,4.411
2290,,,
2291,,,
2292,,,
2293,,,
2294,,,
2295,0.0513,0.002,0.003
2296,,,
2297,,,
2298,,,
2299,,,
2300,,-0.0109,0.0147
2301,,,
2302,,,
2303,,,
2304,,,
2305,,,
2306,,,
2307,,,
2308,0.2574,0.023,-0.0538
2309,,,
2310,,,
2311,,,
2312,,,
2313,,,
2314,,,
2315,0.0805,0.1887,1.0155
2316,,,
2317,0.0149,0.1741,1.7368
2318,,,
2319,,,
2320,,,
2321,,,
2322,,,
2323,,,
2324,,,
2325,,,
2326,,,
2327,,,
2328,,,
2329,,,
2330,,,
2331,,-0.0066,-0.0653
2332,0.1699,0.0783,0.2031
2333,,,
2334,,,
2335,,,
2336,,,
2337,,,
2338,,,
2339,,,
2340,0.0079,0.0122,0.4163
2341,,,
2342,,,
2343,,,
2344,,,
2345,0.015,0.0427,5.3333
2346,0.0686,0.0339,0.0783
2347,,,
2348,,,
2349,,-0.0552,-0.1936
2350,,,
2351,,,
2352,,,
2353,,,
2354,,,
2355,,,
2356,,,
2357,,,
2358,,,
2359,,,
2360,,,
2361,,,
2362,,,
2363,,,
2364,0.0096,0.0381,0.0775
2365,,,
2366,-0.0552,0.0115,0.0197
2367,,,
2368,,,
2369,,,
2370,,,
2371,,,
2372,,,
2373,,,
2374,,,
2375,,,
2376,,,
2377,0.1646,1.5773,1.922
2378,,,
2379,,,
2380,,,
2381,,,
2382,,,
2383,,,
2384,,,
2385,,,
2386,,,
2387,,,
2388,,,
2389,,,
2390,,,
2391,,,
2392,,,
2393,0.1967,0.1666,6.8194
2394,,,
2395,,,
2396,,,
2397,,,
2398,,,
2399,0.0389,0.0144,0.0671
2400,-0.055,-0.1883,1.7892
2401,0.132,0.0331,1.8076
2402,,,
2403,,,
2404,,,
2405,0.6196,-0.0082,-0.0153
2406,,,
2407,,,
2408,,,
2409,,,
2410,,,
2411,,,
2412,,,
2413,,,
2414,-0.0544,-0.1157,-0.3965
2415,,,
2416,,,
2417,,,
2418,,,
2419,,,
2420,,,
2421,0.0422,,
2422,,,
2423,,,
2424,,,
2425,,,
2426,,,
2427,,,
2428,0.0193,0.0358,0.4115
2429,,,
2430,,,
2431,,,
2432,,,
2433,,,
2434,,,
2435,,,
2436,,,
2437,,,
2438,,,
2439,,,
2440,,,
2441,,,
2442,,,
2443,,,
2444,,,
2445,,,
2446,,,
2447,0.017,0.2037,1.9672
2448,,,
2449,,,
2450,,,
2451,,,
2452,,,
2453,,,
2454,,,
2455,,,
2456,,,
2457,,,
2458,-0.0329,0.1451,0.5678
2459,0.0362,0.8753,1.6054
2460,,,
2461,,,
2462,,,
2463,,,
2464,,,
2465,,-0.0016,-0.0029
2466,,,
2467,0.1063,0.0126,0.0187
2468,,,
2469,-0.0077,-0.1903,-1.1993
2470,,,
2471,,,
2472,,,
2473,,,
2474,0.5099,0.5815,1.1876
2475,,,
2476,,,
2477,,,
2478,,,
2479,,,
2480,0.0605,0.0132,0.2165
2481,,,
2482,,,
2483,0.0114,0.0829,0.1613
2484,,,
2485,,,
2486,,,
2487,0.0417,0.0417,0.0539
2488,,,
2489,,,
2490,,,
2491,,,
2492,,,
2493,,,
2494,,,
2495,,,
2496,,,
2497,,,
2498,,,
2499,,,
2500,0.0299,0.0125,0.3183
2501,,,
2502,0.4635,0.6798,1.5993
2503,,,
2504,,,
2505,,,
2506,0.0201,0.0516,0.3891
2507,,,
2508,,,
2509,,,
2510,0.1754,0.4936,0.9757
2511,,0.2876,-1.9767
2512,,,
2513,,,
2514,0.0766,0.2486,1.9565
2515,0.8014,2.2617,2.3748
2516,,,
2517,,,
2518,-0.0352,-0.165,-0.1813
2519,,,
2520,,,
2521,0.0073,0.0879,0.84
2522,0.0741,0.0116,0.0481
2523,-0.0512,0.0023,0.004
2524,0.2134,0.7805,0.8223
2525,,-7.5385,0.1623
2526,0.0787,0.0165,0.0392
2527,,,
2528,,,
2529,,,
2530,,,
2531,,,
2532,-0.1681,-0.036,-0.0822
2533,0.137,0.8298,-8.2488
2534,,,
2535,,,
2536,,,
2537,,,
2538,0.8635,1.8508,1.9987
2539,,,
2540,,,
2541,,,
2542,,,
2543,0.0487,0.0489,0.0502
2544,0.0637,0.4008,0.6824
2545,,,
2546,,,
2547,,,
2548,,,
2549,,-0.0087,0.2034
2550,0.22,1.3132,1.9988
2551,,,
2552,,,
2553,,,
2554,0.1303,2.2953,3.638
2555,,,
2556,,,
2557,0.1098,0.4868,0.5648
2558,,,
2559,0.0174,-0.0657,0.1728
2560,,,
2561,,,
2562,,,
2563,,,
2564,,,
2565,,,
2566,,-0.2775,-0.5932
2567,,,
2568,0.3146,0.3759,0.5652
2569,0.5941,0.7446,0.7643
2570,,,
2571,,,
2572,,,
2573,,,
2574,,,
2575,,,
2576,,,
2577,,,
2578,0.3102,0.5975,2.6356
2579,,,
2580,,,
2581,,,
2582,0.237,0.3391,0.383
2583,,,
2584,0.1536,1.1264,1.1919
2585,0.0156,0.0063,0.8435
2586,,,
2587,,,
2588,0.1386,0.2316,1.3668
2589,0.4837,0.3342,0.3788
2590,,,
2591,,,
2592,0.0611,0.4262,0.4906
2593,,,
2594,,,
2595,,,
2596,,,
2597,,-1.5,0.0163
2598,0.0256,0.0374,0.0562
2599,0.1354,0.3382,0.3608
2600,,,
2601,0.0482,0.0086,0.0284
2602,,,
2603,0.3179,1.4842,1.5562
2604,,,
2605,,,
2606,,,
2607,,,
2608,,,
2609,,,
2610,,,
2611,,,
2612,,,
2613,,,
2614,,,
2615,0.1624,0.2087,0.2223
2616,,,
2617,,,
2618,,,
2619,,,
2620,,,
2621,-0.0632,-0.3902,-1.3333
2622,,-4.9355,1.6153
2623,,,
2624,,,
2625,,,
2626,,,
2627,0.0295,0.224,1.9891
2628,,,
2629,,,
2630,,,
2631,,,
2632,,,
2633,0.2498,0.3018,0.3721
2634,-0.121,-0.139,-0.139
2635,,,
2636,,,
2637,,,
2638,,,
2639,,,
2640,0.0525,0.0604,0.0644
2641,,,
2642,,,
2643,0.0818,0.0024,0.0045
2644,,,
2645,0.0022,0.0022,0.0349
2646,,,
2647,,-0.0075,0.5
2648,,,
2649,0.2117,1.1711,374.7
2650,,,
2651,,,
2652,,,
2653,0.0585,0.0286,0.0295
2654,,,
2655,,,
2656,,,
2657,0.0902,0.4049,-1.2892
2658,0.0156,0.0437,0.0516
2659,,,
2660,,,
2661,,,
2662,0.0337,0.0325,0.3261
2663,0.1273,0.2523,0.3801
2664,,,
2665,,,
2666,,,
2667,,,
2668,,,
2669,,,
2670,0.2095,0.0994,0.4
2671,,,
2672,-2.2174,-0.6631,-1.6104
2673,,,
2674,,,
2675,0.2695,0.1563,0.6229
2676,,,
2677,,,
2678,0.6468,0.1444,0.147
2679,-0.0941,-0.1903,-0.2082
2680,0.0989,0.963,1.0557
2681,,,
2682,,,
2683,0.0114,-0.3105,-0.4005
2684,0.4678,1.5433,2.0795
2685,,,
2686,0.1163,0.0482,0.0506
2687,0.0244,0.0126,0.0142
2688,,,
2689,,,
2690,,,
2691,,,
2692,0.0148,0.0215,0.0409
2693,,,
2694,,,
2695,0.0379,0.0179,0.1239
2696,,,
2697,0.9119,2.1112,2.2123
2698,0.213,1.8246,1.9553
2699,0.3745,0.2986,0.3344
2700,0.7505,0.3342,0.3552
2701,,,
2702,-0.7345,-5.5254,-5.845
2703,-7.0684,-0.0545,0.3931
2704,,,
2705,,,
2706,,,
2707,,,
2708,0.5626,1.5522,1.6567
2709,,,
2710,0.2008,0.3833,0.8235
2711,0.1651,,
2712,,,
2713,,,
2714,0.0233,0.4831,0.6056
2715,0.0449,0.3225,0.433
2716,0.0677,0.0468,0.0474
2717,1.0,0.046,0.1023
2718,,,
2719,,,
2720,,,
2721,0.0172,0.0129,0.284
2722,,,
2723,,,
2724,,,
2725,,,
2726,0.0064,0.0077,0.3072
2727,,,
2728,,-0.2884,-0.2897
2729,,,
2730,,,
2731,,,
2732,0.5665,1.8247,1.9994
2733,,,
2734,,,
2735,-0.2476,-0.2122,-0.7909
2736,,,
2737,,,
2738,,,
2739,,,
2740,,,
2741,,,
2742,,,
2743,,-0.2,-0.2222
2744,,,
2745,,,
2746,,,
2747,,,
2748,0.398,0.7393,1.3729
2749,,,
2750,,,
2751,0.1932,0.5436,1.24
2752,,,
2753,,,
2754,,,
2755,,,
2756,,,
2757,,,
2758,,-0.0844,2.0853
2759,,,
2760,,,
2761,,,
2762,,,
2763,0.0539,0.0635,0.0709
2764,,,
2765,,,
2766,,,
2767,,,
2768,,-0.0031,-0.0047
2769,,,
2770,,,
2771,,,
2772,-2.3127,-0.1526,0.0188
2773,,,
2774,,,
2775,,,
2776,,,
2777,-0.0245,-0.1624,2.2743
2778,,,
2779,,,
2780,,,
2781,,,
2782,,,
2783,,,
2784,,,
2785,0.5433,0.2318,0.4988
2786,,,
2787,,,
2788,0.7077,2.3051,3.3285
2789,,,
2790,,,
2791,,,
2792,0.034,0.1388,-2.1325
2793,,,
2794,,,
2795,0.0877,0.0336,1.9544
2796,0.0028,-0.3789,-0.7347
2797,,,
2798,,,
2799,,,
2800,,,
2801,,-0.2667,-0.3077
2802,,,
2803,0.0858,0.0215,0.0231
2804,,,
2805,0.3658,0.3991,0.413
2806,,,
2807,,,
2808,,,
2809,,,
2810,,,
2811,0.418,0.9231,1.2478
2812,,,
2813,0.3814,0.9365,1.7879
2814,,,
2815,-0.22,-0.5244,-0.5719
2816,,,
2817,,,
2818,,-0.1065,1.6767
2819,,,
2820,,,
2821,,,
2822,,,
2823,0.012,0.0183,0.0831
2824,,,
2825,,,
2826,,,
2827,0.2965,0.3228,0.5854
2828,,,
2829,0.0573,-0.2791,0.3473
2830,0.1573,0.4549,1.3324
2831,,,
2832,-0.4473,-0.664,1.085
2833,,,
2834,,,
2835,,,
2836,,,
2837,-0.0452,-0.0387,-0.0388
2838,,,
2839,,,
2840,,,
2841,,,
2842,0.041,0.0018,0.0024
2843,0.1901,0.2996,0.4011
2844,,,
2845,,,
2846,-0.0504,-0.0765,-0.0852
2847,0.1011,0.0623,0.0944
2848,,,
2849,0.2019,1.1271,1.7086
2850,-0.0092,-0.3973,0.1149
2851,0.0789,0.2535,1.212
2852,,,
2853,,,
2854,0.3433,0.9348,1.342
2855,0.3798,1.0032,1.1579
2856,,,
2857,,,
2858,,,
2859,-0.0228,-2.367,2.5276
2860,,,
2861,,,
2862,,,
2863,0.5128,0.804,0.8837
2864,,,
2865,,,
2866,0.4272,0.7207,0.7682
2867,,,
2868,,,
2869,,,
2870,,,
2871,,,
2872,,,
2873,,,
2874,,,
2875,,,
2876,,,
2877,,,
2878,,,
2879,,,
2880,,,
2881,,,
2882,,,
2883,0.0289,0.0082,-0.3582
2884,,,
2885,,,
2886,,,
2887,,,
2888,0.1,0.8202,0.8391
2889,,,
2890,0.041,0.1957,0.457
2891,,,
2892,,,
2893,0.4267,0.113,0.1148
2894,0.5407,4.5317,5.3674
2895,-0.7362,-1.0626,1.143
2896,,,
2897,,-0.6069,-0.6377
2898,,,
2899,,,
2900,,,
2901,0.4646,0.1365,0.1461
2902,,,
2903,,,
2904,-0.6319,-1.4971,-1.5529
2905,,,
2906,-0.0578,-1.594,-2.0284
2907,,,
2908,,,
2909,,,
2910,0.0485,0.004,0.009
2911,,,
2912,0.4398,1.7255,1.977
2913,,-0.0667,-0.1122
2914,,,
2915,0.2134,0.0638,0.0721
2916,,,
2917,0.4176,1.4661,1.9601
2918,,,
2919,-0.4419,-1.1983,-1.558
2920,,,
2921,0.061,0.0005,0.0061
2922,,,
2923,,,
2924,,,
2925,,,
2926,,,
2927,,,
2928,,,
2929,0.4032,0.8123,1.0092
2930,,,
2931,,,
2932,-0.0291,-0.3576,-0.4868
2933,,,
2934,,,
2935,0.2888,0.3234,0.3573
2936,,,
2937,0.291,0.4206,0.6121
2938,,,
2939,,,
2940,-0.072,-0.8818,-4.9869
2941,0.0858,0.0072,0.3133
2942,,,
2943,,,
2944,,,
2945,,,
2946,,,
2947,0.3683,0.7701,0.8015
2948,,,
2949,,,
2950,,,
2951,0.0516,0.1866,0.4914
2952,,,
2953,,,
2954,,,
2955,,,
2956,-1.2691,-2.0548,2.0103
2957,,,
2958,0.1599,-0.7407,-0.7604
2959,,,
2960,,,
2961,-0.1895,-0.4304,0.2152
2962,0.5834,1.6272,1.8686
2963,,,
2964,,,
2965,,,
2966,,,
2967,0.5416,0.4588,0.4859
2968,,,
2969,,,
2970,,,
2971,,,
2972,,,
2973,,,
2974,0.1667,0.7761,-0.0867
2975,,,
2976,0.0899,0.1182,0.2956
2977,,,
2978,,,
2979,,,
2980,,,
2981,,,
2982,,,
2983,,-0.3501,-0.6763
2984,,,
2985,,,
2986,,,
2987,,,
2988,-0.178,-1.4628,-1.6267
2989,,,
2990,,,
2991,,,
2992,-0.15,-2.619,2.3404
2993,,,
2994,,,
2995,,,
2996,,,
2997,,,
2998,,,
2999,,,
3000,,,
3001,,,
3002,0.063,-0.0391,-0.0451
3003,,,
3004,,,
3005,,,
3006,-0.1818,0.3333,0.3333
3007,,,
3008,,,
3009,,,
3010,,,
3011,,,
3012,,,
3013,,,
3014,,,
3015,,,
3016,,,
3017,,,
3018,,,
3019,0.028,0.0016,0.0027
3020,,,
3021,,,
3022,,,
3023,,,
3024,,,
3025,,,
3026,,,
3027,0.1504,1.1898,3.2546
3028,,,
3029,0.0177,0.1142,0.276
3030,0.0262,0.2286,0.25
3031,,,
3032,,,
3033,0.6614,3.1065,3.2848
3034,0.173,0.7106,17.7838
3035,,,0.506
3036,,,
3037,,,
3038,,,
3039,,,
3040,,,
3041,,,
3042,,,
3043,,,
3044,,,
3045,,,
3046,-0.0498,0.1464,0.3581
3047,,,
3048,,,
3049,,,
3050,,,
3051,,,
3052,0.1215,0.0548,0.3395
3053,-0.3475,-3.3896,2.0797
3054,0.0208,0.1014,0.5902
3055,,,
3056,-0.0894,0.0232,0.029
3057,,,
3058,,,
3059,,,
3060,,,
3061,,,
3062,,,
3063,,,
3064,-0.0059,0.0106,0.0168
3065,,,
3066,0.0424,0.1407,0.6654
3067,,,
3068,0.0524,0.0058,0.0061
3069,0.0534,0.1555,0.8643
3070,,-0.0965,0.1738
3071,,-2.1277,20.0
3072,,,
3073,,,
3074,,,
3075,,,
3076,,,
3077,,,
3078,0.0963,0.3598,0.5233
3079,0.1282,0.1678,-0.152
3080,,,
3081,,,
3082,,,
3083,,,
3084,,,
3085,,,
3086,-0.0241,-0.24,-1.125
3087,0.2379,1.9812,1.9812
3088,0.7539,2.5957,2.7644
3089,0.4898,1.9438,1.997
3090,,,
3091,,,
3092,,,
3093,,,
3094,0.2226,0.567,0.5755
3095,,,
3096,,,
3097,,,
3098,,,
3099,0.1618,0.0096,0.0571
3100,,,
3101,,,
3102,,,
3103,,,
3104,,,
3105,,,
3106,0.2256,0.6439,-4.1641
3107,-0.0346,0.0029,0.0143
3108,0.0476,0.277,0.648
3109,0.1176,0.2534,0.2597
3110,,,
3111,0.111,0.1866,0.5563
3112,,,
3113,0.2195,0.4451,0.7665
3114,,,
3115,,,
3116,,,
3117,,,
3118,,,
3119,0.0664,0.141,0.155
3120,,,
3121,0.2433,0.7558,0.7927
3122,,,
3123,,,
3124,0.096,0.2589,1.8909
3125,,,
3126,,,
3127,,,
3128,,,
3129,,,
3130,,,
3131,,,
3132,,,
3133,,,
3134,,,
3135,,,
3136,,,
3137,,,
3138,0.0102,0.0075,0.0649
3139,,,
3140,,,
3141,,-1.4783,3.4
3142,,,
3143,,,
3144,,,
3145,,,
3146,,,
3147,,,
3148,,,
3149,,-0.2564,-0.2567
3150,,,
3151,,,
3152,,,
3153,,,
3154,,,
3155,,,
3156,,,
3157,,,
3158,0.614,15.6471,-11.0833
3159,0.041,-0.5231,-1.5804
3160,0.0476,0.0843,0.094
3161,,,
3162,,,
3163,,,
3164,-6.42,-0.1045,0.989
3165,,,
3166,,,
3167,,,
3168,,,
3169,,,
3170,0.9362,-0.1941,-1.4881
3171,0.3064,0.4133,0.575
3172,,,
3173,0.2672,1.4142,6.8076
3174,-0.4023,-0.0191,-0.0302
3175,,,
3176,,,
3177,,,
3178,,,
3179,,,
3180,,,
3181,,,
3182,,-93.5,2.1371
3183,0.9269,0.575,0.5807
3184,,,
3185,0.5191,0.0962,-0.6166
3186,0.0476,0.1633,0.1739
3187,,,
3188,,,
3189,,,
3190,,,
3191,,,
3192,,,
3193,,-1.3699,-1.4859
3194,0.8498,15.1348,-2.1449
3195,,,
3196,,,
3197,,,
3198,,,
3199,,,
3200,0.0919,0.1665,0.2383
3201,,,
3202,,,
3203,,,
3204,0.0678,0.2544,0.3149
3205,0.3285,0.7141,7.3801
3206,-0.0367,0.0178,0.6581
3207,0.0232,0.0051,0.0174
3208,,,
3209,,,
3210,,,
3211,0.073,0.0338,0.0796
3212,0.1309,0.3338,0.5908
3213,,,
3214,,,
3215,,,
3216,0.6684,2.9206,6.4186
3217,,,
3218,,,
3219,0.0211,0.0951,0.1963
3220,,,
3221,,,
3222,,,
3223,,,
3224,,,
3225,,,
3226,,,
3227,0.6292,2.5268,2.8474
3228,,,
3229,,,
3230,,,
3231,0.7918,0.6323,0.6626
3232,,,
3233,,,
3234,,,
3235,,,
3236,,,
3237,,-0.0153,-0.85
3238,,,
3239,-0.2324,-2.0,-4.8571
3240,,,
3241,0.0666,0.3705,0.5879
3242,,,
3243,,,
3244,,,
3245,,,
3246,0.0064,-0.1289,0.1352
3247,0.0255,0.0632,0.0917
3248,,,
3249,,,
3250,,,
3251,0.496,0.3401,0.3401
3252,,,
3253,,,
3254,,,
3255,0.062,0.0344,0.5087
3256,,,
3257,0.1029,0.0907,-0.0296
3258,0.0369,0.0611,0.1093
3259,,,
3260,,,
3261,-0.0045,-0.265,-0.3569
3262,,,
3263,-0.0892,-1.0084,-4.7379
3264,,,
3265,,,
3266,-2.3293,-382.0,2.1105
3267,0.1338,0.1607,0.2371
3268,,,
3269,-0.3114,-0.1669,-0.1745
3270,-0.0714,-0.131,-0.1333
3271,,,
3272,,,
3273,,,
3274,0.0294,0.0346,1.878
3275,,,
3276,,,
3277,,,
3278,,,
3279,,,
3280,0.1375,1.4286,1.4286
3281,0.1418,0.1917,0.2486
3282,,,
3283,,,
3284,,,
3285,0.7159,2.2432,2.7129
3286,0.3204,0.5673,0.6449
3287,,,
3288,,,
3289,,,
3290,,,
3291,0.0195,-0.2624,-0.2984
3292,,,
3293,,,
3294,,,
3295,,,
3296,,,
3297,,,
3298,,,
3299,,,
3300,,,
3301,,,
3302,0.0688,0.1284,0.1331
3303,,,
3304,,,
3305,,,
3306,,,
3307,,,
3308,0.1994,0.0973,0.1164
3309,0.0654,0.0527,0.8511
3310,0.3598,1.0182,1.0544
3311,,,
3312,,,
3313,,,
3314,,,
3315,,-0.0008,1.3543
3316,0.0902,,
3317,,,
3318,,,
3319,,,
3320,,,
3321,,,
3322,,,
3323,0.1204,0.1828,0.2111
3324,-52.3602,-0.7245,-1.7982
3325,,,
3326,,,
3327,0.0113,0.0304,0.0333
3328,,,
3329,,,
3330,,,
3331,,,
3332,,,
3333,,,
3334,,,
3335,,-0.0068,-0.0068
3336,,,
3337,0.023,0.0612,0.2895
3338,,,
3339,,,
3340,,,
3341,0.4476,0.2006,0.2046
3342,,,
3343,,,
